id,nombre,descripcion,grupo,geomt,color,categoria,imagen,descripcion_upper,nombre_upper,num_articulo
216,Franja de cruce de peatón,"Indica el lugar destinado para que los peatones crucen la vía mediante la marca tipo cebra, con preferencia en el cruce sobre los vehículos.",11,1,1,2,franja_de_cruce_de_peaton.png,"INDICA EL LUGAR DESTINADO PARA QUE LOS PEATONES CRUCEN LA VIA MEDIANTE LA MARCA TIPO CEBRA, CON PREFERENCIA EN EL CRUCE SOBRE LOS VEHICULOS.",FRANJA DE CRUCE DE PEATON,179
217,Doble línea para el cruce de peatones,"Consiste en dos líneas que forman una senda o carril e indican el lugar
destinado a los peatones que cruzan la vía, sin preferencia en el cruce.
",11,1,1,2,doble_linea_para_el_cruce_de_peatones.png,"CONSISTE EN DOS LINEAS QUE FORMAN UNA SENDA O CARRIL E INDICAN EL LUGAR
DESTINADO A LOS PEATONES QUE CRUZAN LA VIA, SIN PREFERENCIA EN EL CRUCE.
",DOBLE LINEA PARA EL CRUCE DE PEATONES,179
218,Marca de paso a nivel,"Indica la proximidad de un paso a nivel. Es la figura de una “X” sobre la vía con las letras “F” y “C” en los ángulos izquierdo y derecho de la
“X”. Antes y después de la “X” se coloca una línea transversal de detención. En vías de más de una senda, esta marca debe repetirse en cada una de ellas.
",11,1,1,2,marca_de_paso_a_nivel.png,"INDICA LA PROXIMIDAD DE UN PASO A NIVEL. ES LA FIGURA DE UNA “X” SOBRE LA VIA CON LAS LETRAS “F” Y “C” EN LOS ANGULOS IZQUIERDO Y DERECHO DE LA
“X”. ANTES Y DESPUES DE LA “X” SE COLOCA UNA LINEA TRANSVERSAL DE DETENCION. EN VIAS DE MAS DE UNA SENDA, ESTA MARCA DEBE REPETIRSE EN CADA UNA DE ELLAS.
",MARCA DE PASO A NIVEL,179
219,Marcas que prohíben la circulación sobre ellas,Iindican zonas sobre las cuales los vehículos no pueden transitar ni estacionarse; son líneas oblicuas con relación al sentido de la marcha.,12,1,1,2,marcas_que_prohiben_la_circulacion_sobre_ellas.png,IINDICAN ZONAS SOBRE LAS CUALES LOS VEHICULOS NO PUEDEN TRANSITAR NI ESTACIONARSE; SON LINEAS OBLICUAS CON RELACION AL SENTIDO DE LA MARCHA.,MARCAS QUE PROHIBEN LA CIRCULACION SOBRE ELLAS,180
220,Flechas de selección de carriles,"Se emplean en la proximidad de las intersecciones para indicar el tipo de movimiento que se permite desde cada carril.
",12,1,1,2,flechas_de_seleccion_de_carriles.png,"SE EMPLEAN EN LA PROXIMIDAD DE LAS INTERSECCIONES PARA INDICAR EL TIPO DE MOVIMIENTO QUE SE PERMITE DESDE CADA CARRIL.
",FLECHAS DE SELECCION DE CARRILES,180
221,Flechas de salidas,"Se emplean para indicar el lugar donde se puede iniciar el cambio de carril o senda para tomar otro de salida de una autopista o vía rápida.
",12,1,1,2,flechas_de_salidas.png,"SE EMPLEAN PARA INDICAR EL LUGAR DONDE SE PUEDE INICIAR EL CAMBIO DE CARRIL O SENDA PARA TOMAR OTRO DE SALIDA DE UNA AUTOPISTA O VIA RAPIDA.
",FLECHAS DE SALIDAS,180
222,Flecha de retorno o deflectora,"Indica la proximidad de una línea continua en vías de dos o tres carriles y doble sentido de circulación y por lo tanto la obligación de reincorporarse al carril situado a la derecha.
",12,1,1,2,flecha_de_retorno_o_deflectora.png,"INDICA LA PROXIMIDAD DE UNA LINEA CONTINUA EN VIAS DE DOS O TRES CARRILES Y DOBLE SENTIDO DE CIRCULACION Y POR LO TANTO LA OBLIGACION DE REINCORPORARSE AL CARRIL SITUADO A LA DERECHA.
",FLECHA DE RETORNO O DEFLECTORA,180
223,Flecha de fin de carril,"Indica que el carril en que está situada termina próximamente y es preciso seguir su indicación.
",12,1,1,2,flecha_de_fin_de_carril.png,"INDICA QUE EL CARRIL EN QUE ESTA SITUADA TERMINA PROXIMAMENTE Y ES PRECISO SEGUIR SU INDICACION.
",FLECHA DE FIN DE CARRIL,180
224,Flecha de giro en “U”,Indica la proximidad de un lugar de la vía para girar en “U”,12,1,1,2,flecha_de_giro_en_u.png,INDICA LA PROXIMIDAD DE UN LUGAR DE LA VIA PARA GIRAR EN “U”,FLECHA DE GIRO EN “U”,180
225,Líneas continuas paralelas,"Delimitan áreas destinadas al estacionamiento de vehículos, así como áreas de prohibición. En ambos casos puede pintarse también toda la superficie del contén comprendido entre dichas líneas.
",12,1,1,2,lineas_continuas_paralelas.png,"DELIMITAN AREAS DESTINADAS AL ESTACIONAMIENTO DE VEHICULOS, ASI COMO AREAS DE PROHIBICION. EN AMBOS CASOS PUEDE PINTARSE TAMBIEN TODA LA SUPERFICIE DEL CONTEN COMPRENDIDO ENTRE DICHAS LINEAS.
",LINEAS CONTINUAS PARALELAS,180
226,Líneas direccionales discontinuas,Señalan la dirección que deben seguir los vehículos cuando se realiza un giro en una intersección.,12,1,1,2,lineas_direccionales_discontinuas.png,SENALAN LA DIRECCION QUE DEBEN SEGUIR LOS VEHICULOS CUANDO SE REALIZA UN GIRO EN UNA INTERSECCION.,LINEAS DIRECCIONALES DISCONTINUAS,180
227,Líneas de obstáculos,"Indican la presencia de un obstáculo colocado sobre o junto al área de circulación; son inclinadas y con una combinación de franjas de colores blanco y negro
",12,1,1,2,lineas_de_obstaculos.png,"INDICAN LA PRESENCIA DE UN OBSTACULO COLOCADO SOBRE O JUNTO AL AREA DE CIRCULACION; SON INCLINADAS Y CON UNA COMBINACION DE FRANJAS DE COLORES BLANCO Y NEGRO
",LINEAS DE OBSTACULOS,180
228,Línea de aviso,"Consiste en una serie de líneas transversales espaciadas para lograr una disminución progresiva y cómoda de la velocidad de los vehículos ante un peligro o prohibición.
",12,1,1,2,linea_de_aviso.png,"CONSISTE EN UNA SERIE DE LINEAS TRANSVERSALES ESPACIADAS PARA LOGRAR UNA DISMINUCION PROGRESIVA Y COMODA DE LA VELOCIDAD DE LOS VEHICULOS ANTE UN PELIGRO O PROHIBICION.
",LINEA DE AVISO,180
229,Prohibición de estacionamiento,"Consiste en una línea discontinua pintada en el contén o mediante una línea en zig-zag, significa que está prohibido el estacionamiento en la zona marcada.
",12,1,1,2,prohibicion_de_estacionamiento.png,"CONSISTE EN UNA LINEA DISCONTINUA PINTADA EN EL CONTEN O MEDIANTE UNA LINEA EN ZIG-ZAG, SIGNIFICA QUE ESTA PROHIBIDO EL ESTACIONAMIENTO EN LA ZONA MARCADA.
",PROHIBICION DE ESTACIONAMIENTO,180
230,Prohibición de detención,"Consiste en una línea continua pintada en el contén, significa que el estacionamiento y la detención momentánea están prohibidos en la zona marcada.
",12,1,1,2,prohibicion_de_detencion.png,"CONSISTE EN UNA LINEA CONTINUA PINTADA EN EL CONTEN, SIGNIFICA QUE EL ESTACIONAMIENTO Y LA DETENCION MOMENTANEA ESTAN PROHIBIDOS EN LA ZONA MARCADA.
",PROHIBICION DE DETENCION,180
231,Cuadrícula de líneas amarillas,"Sistema de líneas cuadriculadas amarillas que forman un retículo, recuerda a los conductores la prohibición de entrar en la intersección cuando previsiblemente pueda quedar inmovilizado en ella de forma que impida u obstruya la circulación transversal.
",12,1,1,2,cuadricula_de_lineas_amarillas.png,"SISTEMA DE LINEAS CUADRICULADAS AMARILLAS QUE FORMAN UN RETICULO, RECUERDA A LOS CONDUCTORES LA PROHIBICION DE ENTRAR EN LA INTERSECCION CUANDO PREVISIBLEMENTE PUEDA QUEDAR INMOVILIZADO EN ELLA DE FORMA QUE IMPIDA U OBSTRUYA LA CIRCULACION TRANSVERSAL.
",CUADRICULA DE LINEAS AMARILLAS,180
232,BUS,Indica el área destinada a la parada de los ómnibus.,12,1,1,2,bus.png,INDICA EL AREA DESTINADA A LA PARADA DE LOS OMNIBUS.,BUS,180
233,Atención en alto,"Levantando el brazo verticalmente, significa que todos los usuarios de la vía deben detener- se de inmediato.
",13,1,1,3,atencion_alto.png,"LEVANTANDO EL BRAZO VERTICALMENTE, SIGNIFICA QUE TODOS LOS USUARIOS DE LA VIA DEBEN DETENER- SE DE INMEDIATO.
",ATENCION EN ALTO,63
234,Alto,"Con uno o los dos brazos extendidos horizontalmente como continuación de su hombro, significa que todos los usuarios de la vía que se encuentren de frente o a su espalda deben detenerse de inmediato y que solamente los que se encuentran en igual sentido de
dirección del brazo pueden continuar en el mismo sentido o realizar todas aquellas maniobras que no están prohibidas en el cruce o intersección.
",13,1,1,3,alto.png,"CON UNO O LOS DOS BRAZOS EXTENDIDOS HORIZONTALMENTE COMO CONTINUACION DE SU HOMBRO, SIGNIFICA QUE TODOS LOS USUARIOS DE LA VIA QUE SE ENCUENTREN DE FRENTE O A SU ESPALDA DEBEN DETENERSE DE INMEDIATO Y QUE SOLAMENTE LOS QUE SE ENCUENTRAN EN IGUAL SENTIDO DE
DIRECCION DEL BRAZO PUEDEN CONTINUAR EN EL MISMO SENTIDO O REALIZAR TODAS AQUELLAS MANIOBRAS QUE NO ESTAN PROHIBIDAS EN EL CRUCE O INTERSECCION.
",ALTO,63
235,Brazo extendido horizontalmente al frente,"Indica a los conductores de los vehículos que se encuentran a su izquierda, que pueden circular en todas las direcciones y a los peatones, que pueden cruzar a su espalda.
",13,1,1,3,pueden_circular_en_todas_las_direcciones.png,"INDICA A LOS CONDUCTORES DE LOS VEHICULOS QUE SE ENCUENTRAN A SU IZQUIERDA, QUE PUEDEN CIRCULAR EN TODAS LAS DIRECCIONES Y A LOS PEATONES, QUE PUEDEN CRUZAR A SU ESPALDA.
",BRAZO EXTENDIDO HORIZONTALMENTE AL FRENTE,63
236,Balanceo manual de una luz roja,"Significa, para los usuarios de la vía hacia los cuales está dirigida la luz,
que deben detenerse
",13,1,1,3,baston_luminico.png,"SIGNIFICA, PARA LOS USUARIOS DE LA VIA HACIA LOS CUALES ESTA DIRIGIDA LA LUZ,
QUE DEBEN DETENERSE
",BALANCEO MANUAL DE UNA LUZ ROJA,63
237,Brazo extendido desplazándolo en forma oblicua,"Indica al conductor del vehículo el contén o borde de la vía donde debe detenerse.
",13,1,1,3,detenerse.png,"INDICA AL CONDUCTOR DEL VEHICULO EL CONTEN O BORDE DE LA VIA DONDE DEBE DETENERSE.
",BRAZO EXTENDIDO DESPLAZANDOLO EN FORMA OBLICUA,63
238,Detención de un vehículo desde otro,"Extender el brazo horizontalmente o accionar de forma intermitente la luz de la baliza, la sirena o ambas, para indicar al conductor que debe detenerse delante del vehículo policial.
",13,1,1,3,detencion_de_un_vehiculo_desde_otro.png,"EXTENDER EL BRAZO HORIZONTALMENTE O ACCIONAR DE FORMA INTERMITENTE LA LUZ DE LA BALIZA, LA SIRENA O AMBAS, PARA INDICAR AL CONDUCTOR QUE DEBE DETENERSE DELANTE DEL VEHICULO POLICIAL.
",DETENCION DE UN VEHICULO DESDE OTRO,63
239,Empleo de banderas,"Desde un vehículo policial puede regular la circulación, mediante el empleo de banderas que son percibidas claramente por los usuarios de la vía:<BR>
a) roja: indica que, a partir del paso del vehículo que la porta, la calzada queda temporalmente cerrada a la circulación de los usuarios de la vía, excepto para aquellos que son acompañados o escoltados por los agentes de la autoridad responsable de la regulación y control de la circulación vial;<BR>
b) verde: indica que, a partir del paso del vehículo que la porta, la calzada queda de nuevo abierta a la circulación;<BR>
c) amarilla: indica a los usuarios de la vía la proximidad de un peligro y la necesidad de extremar la atención;
",13,1,1,3,regular_la_circulacion_mediante_banderas.png,"DESDE UN VEHICULO POLICIAL PUEDE REGULAR LA CIRCULACION, MEDIANTE EL EMPLEO DE BANDERAS QUE SON PERCIBIDAS CLARAMENTE POR LOS USUARIOS DE LA VIA:<BR>
A) ROJA: INDICA QUE, A PARTIR DEL PASO DEL VEHICULO QUE LA PORTA, LA CALZADA QUEDA TEMPORALMENTE CERRADA A LA CIRCULACION DE LOS USUARIOS DE LA VIA, EXCEPTO PARA AQUELLOS QUE SON ACOMPANADOS O ESCOLTADOS POR LOS AGENTES DE LA AUTORIDAD RESPONSABLE DE LA REGULACION Y CONTROL DE LA CIRCULACION VIAL;<BR>
B) VERDE: INDICA QUE, A PARTIR DEL PASO DEL VEHICULO QUE LA PORTA, LA CALZADA QUEDA DE NUEVO ABIERTA A LA CIRCULACION;<BR>
C) AMARILLA: INDICA A LOS USUARIOS DE LA VIA LA PROXIMIDAD DE UN PELIGRO Y LA NECESIDAD DE EXTREMAR LA ATENCION;
",EMPLEO DE BANDERAS,63
240,Cruce con dos o más vías ferreas,Indica que dos o más vías férreas pasan por el paso a nivel. Está formada por dos rectángulos que se cruzan y una “V” invertida debajo de ellos; todas las franjas son de fondo color blanco y orla roja.,8,5,6,1,cruce_con_dos_o_mas_vias_ferreas.png,INDICA QUE DOS O MAS VIAS FERREAS PASAN POR EL PASO A NIVEL. ESTA FORMADA POR DOS RECTANGULOS QUE SE CRUZAN Y UNA “V” INVERTIDA DEBAJO DE ELLOS; TODAS LAS FRANJAS SON DE FONDO COLOR BLANCO Y ORLA ROJA.,CRUCE CON DOS O MAS VIAS FERREAS,173
241,Luz verde con flecha,"Cuando la luz verde se proyecte con flecha, solo se permite a los conductores de los vehículos continuar la marcha en el sentido que indique aquella, independientemente del sentido de circulación de la vía.",14,2,6,4,luz_verde_con_flecha.png,"CUANDO LA LUZ VERDE SE PROYECTE CON FLECHA, SOLO SE PERMITE A LOS CONDUCTORES DE LOS VEHICULOS CONTINUAR LA MARCHA EN EL SENTIDO QUE INDIQUE AQUELLA, INDEPENDIENTEMENTE DEL SENTIDO DE CIRCULACION DE LA VIA.",LUZ VERDE CON FLECHA,152
242,Secciones adicionales al semáforo normal,"Cuando existen secciones adicionales al semáforo normal, los conductores pueden continuar la marcha en el sentido en que indican las flechas con independencia de la luz proyectada en el sistema tricolor.",14,2,6,4,secciones_adicionales_al_semaforo_normal.png,"CUANDO EXISTEN SECCIONES ADICIONALES AL SEMAFORO NORMAL, LOS CONDUCTORES PUEDEN CONTINUAR LA MARCHA EN EL SENTIDO EN QUE INDICAN LAS FLECHAS CON INDEPENDENCIA DE LA LUZ PROYECTADA EN EL SISTEMA TRICOLOR.",SECCIONES ADICIONALES AL SEMAFORO NORMAL,152
243,Semáforos de ocupación de carril,"Los semáforos de ocupación de carril constan de uno o más lentes, se ubican encima de los carriles de circulación en vías de dos o más carriles y regulan exclusivamente a los vehículos que circulen sobre el que están situados o en el que se indique en el panel de señalización variable, y son:<br>
1)	luz roja: determina la prohibición a los vehículos de ocupar el carril sobre el que está encendida;<br>
2)	Los conductores de los vehículos que circulen por un carril sobre el que se encienda esta luz deberán abandonarlo lo antes posible;<br>
3)	luz verde: indica que está permitido circular por el carril sobre el que está encendida.<br>
4)	El uso de este carril no exime de la obligación de detenerse ante la luz roja del semáforo o de obedecer cualquier otra señal o marca vial que obligue a detener o ceder el paso o, en su ausencia, a cumplir las normas de prioridad de paso;<br>
5)	luz blanca o amarilla intermitente: no incorporada a una señal de orientación y colocada encima de un carril apuntando hacia abajo de forma oblicua, indica la necesidad de incorporarse en condiciones de seguridad, hacia el carril señalado, ya que aquel por el que circula va a quedar cerrado a la circulación en ese sentido, en corto tiempo.",14,2,6,4,semaforos_en_vias_de_dos_o_mas_carriles.png,"LOS SEMAFOROS DE OCUPACION DE CARRIL CONSTAN DE UNO O MAS LENTES, SE UBICAN ENCIMA DE LOS CARRILES DE CIRCULACION EN VIAS DE DOS O MAS CARRILES Y REGULAN EXCLUSIVAMENTE A LOS VEHICULOS QUE CIRCULEN SOBRE EL QUE ESTAN SITUADOS O EN EL QUE SE INDIQUE EN EL PANEL DE SENALIZACION VARIABLE, Y SON:<BR>
1)	LUZ ROJA: DETERMINA LA PROHIBICION A LOS VEHICULOS DE OCUPAR EL CARRIL SOBRE EL QUE ESTA ENCENDIDA;<BR>
2)	LOS CONDUCTORES DE LOS VEHICULOS QUE CIRCULEN POR UN CARRIL SOBRE EL QUE SE ENCIENDA ESTA LUZ DEBERAN ABANDONARLO LO ANTES POSIBLE;<BR>
3)	LUZ VERDE: INDICA QUE ESTA PERMITIDO CIRCULAR POR EL CARRIL SOBRE EL QUE ESTA ENCENDIDA.<BR>
4)	EL USO DE ESTE CARRIL NO EXIME DE LA OBLIGACION DE DETENERSE ANTE LA LUZ ROJA DEL SEMAFORO O DE OBEDECER CUALQUIER OTRA SENAL O MARCA VIAL QUE OBLIGUE A DETENER O CEDER EL PASO O, EN SU AUSENCIA, A CUMPLIR LAS NORMAS DE PRIORIDAD DE PASO;<BR>
5)	LUZ BLANCA O AMARILLA INTERMITENTE: NO INCORPORADA A UNA SENAL DE ORIENTACION Y COLOCADA ENCIMA DE UN CARRIL APUNTANDO HACIA ABAJO DE FORMA OBLICUA, INDICA LA NECESIDAD DE INCORPORARSE EN CONDICIONES DE SEGURIDAD, HACIA EL CARRIL SENALADO, YA QUE AQUEL POR EL QUE CIRCULA VA A QUEDAR CERRADO A LA CIRCULACION EN ESE SENTIDO, EN CORTO TIEMPO.",SEMAFOROS DE OCUPACION DE CARRIL,153
244,Regulación del tránsito del peatón ,UGFyYSBsYSByZWd1bGFjacOzbiBkZWwgdHLDoW5zaXRvIGRlbCBwZWF0w7NuIHNlIHV0aWxpemFuIHNlbcOhZm9yb3MgZGUgZG9zIFNlY2Npb25lcywgY29uIGx1Y2VzIHJvamFzIHkgdmVyZGVzIHkgc2XDsWFsZXMgZW4gZm9ybWEgZGUgc2lsdWV0YXMgbyBsZXRyZXJvcy4gRXN0YXMgbHVjZXMgaW5kaWNhbiBxdWUgbG9zIHBlYXRvbmVzIGRlYmVuIGNydXphciBjb24gbGEgbHV6IHZlcmRlIHkgZGV0ZW5lcnNlIGVuIGxhcyBhY2VyYXMsIHBhc2VvcyBvIHpvbmFzIGRlIHNlZ3VyaWRhZCBjdWFuZG8gc2UgcHJveWVjdGEgbGEgbHV6IHJvamEuIExvcyBzZW3DoWZvcm9zIHBhcmEgcGVhdG9uZXMgcHVlZGVuIGVzdGFyIHByb3Zpc3RvcyBkZSB1bmEgc2XDsWFsIHNvbm9yYSBxdWUgaW5kaXF1ZSBlbCB0aWVtcG8gZGUgcXVlIGRpc3BvbmUgZWwgcGVhdMOzbiBwYXJhIGNydXphciBsYSB2w61hLg0KQWwgY3J1emFyIHVuYSB2w61hIGNvbiBzZW3DoWZvcm8gcGFyYSBwZWF0b25lcyBkZWJlIGhhY2VybG8gcG9yIGxvcyBsdWdhcmVzIG1hcmNhZG9zIGVuIGVsIHBhdmltZW50bywgY29uIHJhcGlkZXogYXRlbmRpZW5kbyBhbCB0aWVtcG8gZGUgcXVlIGRpc3BvbmUgcGFyYSByZWFsaXphciBlbCBjcnVjZS4gRW4gbGFzIGludGVyc2VjY2lvbmVzIGVuIHF1ZSBleGlzdGFuIGzDrW5lYXMgY29udGludWFzIGVuIGZvcm1hIGRlICJYIsKdIHB1ZWRlIGVmZWN0dWFyIGVsIGNydWNlIGVuIGZvcm1hIGRpYWdvbmFsLg==,14,2,6,4,semaforos_para_paso_de_peatones.png,UEFSQSBMQSBSRUdVTEFDSU9OIERFTCBUUkFOU0lUTyBERUwgUEVBVE9OIFNFIFVUSUxJWkFOIFNFTUFGT1JPUyBERSBET1MgU0VDQ0lPTkVTLCBDT04gTFVDRVMgUk9KQVMgWSBWRVJERVMgWSBTRU5BTEVTIEVOIEZPUk1BIERFIFNJTFVFVEFTIE8gTEVUUkVST1MuIEVTVEFTIExVQ0VTIElORElDQU4gUVVFIExPUyBQRUFUT05FUyBERUJFTiBDUlVaQVIgQ09OIExBIExVWiBWRVJERSBZIERFVEVORVJTRSBFTiBMQVMgQUNFUkFTLCBQQVNFT1MgTyBaT05BUyBERSBTRUdVUklEQUQgQ1VBTkRPIFNFIFBST1lFQ1RBIExBIExVWiBST0pBLiBMT1MgU0VNQUZPUk9TIFBBUkEgUEVBVE9ORVMgUFVFREVOIEVTVEFSIFBST1ZJU1RPUyBERSBVTkEgU0VOQUwgU09OT1JBIFFVRSBJTkRJUVVFIEVMIFRJRU1QTyBERSBRVUUgRElTUE9ORSBFTCBQRUFUT04gUEFSQSBDUlVaQVIgTEEgVklBLg0KQUwgQ1JVWkFSIFVOQSBWSUEgQ09OIFNFTUFGT1JPIFBBUkEgUEVBVE9ORVMgREVCRSBIQUNFUkxPIFBPUiBMT1MgTFVHQVJFUyBNQVJDQURPUyBFTiBFTCBQQVZJTUVOVE8sIENPTiBSQVBJREVaIEFURU5ESUVORE8gQUwgVElFTVBPIERFIFFVRSBESVNQT05FIFBBUkEgUkVBTElaQVIgRUwgQ1JVQ0UuIEVOIExBUyBJTlRFUlNFQ0NJT05FUyBFTiBRVUUgRVhJU1RBTiBMSU5FQVMgQ09OVElOVUFTIEVOIEZPUk1BIERFICJYIsKdIFBVRURFIEVGRUNUVUFSIEVMIENSVUNFIEVOIEZPUk1BIERJQUdPTkFMLg==,REGULACION DEL TRANSITO DEL PEATON ,155
245,Regulación del tránsito en los pasos a nivel,"Para la regulación del tránsito en los pasos a nivel, además de las señales verticales, se pueden utilizar las siguientes:<br>
1)	señal lumínica intermitente de color rojo: colocada en un mástil en los pasos a nivel o barreras, indica la aproximación de un vehículo por la vía férrea y prohíbe el cruce del paso a nivel; y<br>
2)	señal lumínica intermitente de color amarillo; colocada en el mismo mástil o instalación donde se encuentran las señales rojas intermitentes o barreras de protección, en el centro y superior a estas, permite cruzar el paso a nivel con velocidad moderada.
",14,2,6,4,senales_regular_el_transito_en_los_pasos_a_nivel.png,"PARA LA REGULACION DEL TRANSITO EN LOS PASOS A NIVEL, ADEMAS DE LAS SENALES VERTICALES, SE PUEDEN UTILIZAR LAS SIGUIENTES:<BR>
1)	SENAL LUMINICA INTERMITENTE DE COLOR ROJO: COLOCADA EN UN MASTIL EN LOS PASOS A NIVEL O BARRERAS, INDICA LA APROXIMACION DE UN VEHICULO POR LA VIA FERREA Y PROHIBE EL CRUCE DEL PASO A NIVEL; Y<BR>
2)	SENAL LUMINICA INTERMITENTE DE COLOR AMARILLO; COLOCADA EN EL MISMO MASTIL O INSTALACION DONDE SE ENCUENTRAN LAS SENALES ROJAS INTERMITENTES O BARRERAS DE PROTECCION, EN EL CENTRO Y SUPERIOR A ESTAS, PERMITE CRUZAR EL PASO A NIVEL CON VELOCIDAD MODERADA.
",REGULACION DEL TRANSITO EN LOS PASOS A NIVEL,154
246,Luz roja,"La luz roja indica que:<br>
1) los conductores de vehículos están obligados a detenerse en la línea de Pare o, si no existe esta, hacerlo antes del paso para peatones, en las inmediaciones de la intersección sin sobrepasar la misma o en la vertical de la señal correspondiente si la hubiere y los peatones en la acera o zona de seguridad. Cuando junto con esta luz se enciende la amarilla significa que está a punto de terminar, pero esto no cambia la acción prohibitiva de la luz roja;<BR>
2) con independencia de lo señalado, se puede efectuar giros a la derecha o seguir recto en las intersecciones autorizadas mediante la señalización correspondiente. El conductor está obligado a adoptar las precauciones debidas para no interferir la circulación de los vehículos que lo hacen por la vía que tiene proyectada la luz verde;<BR>
3) los conductores de vehículos, cuando exista una o dos luces rojas in-termitentes alternativamente, están obligados a detenerse en la línea de Pare o, si no existe esta, hacerlo antes del paso para peatones, en las in-mediaciones de la intersección sin sobrepasar esta, cualesquiera que sean las circunstancias de visibilidad, y continuar la marcha cediendo el paso a los vehículos que lo hacen por la vía transversal o de los peatones que hacen uso del cruce; y<BR>
4) los conductores de vehículos, cuando exista una o dos luces rojas intermitentes alternativamente en los pasos a nivel, salidas de ambulancias, vehículos de bomberos y otros con régimen especial y puentes móviles, no continúan la marcha mientras la luz o las luces permanezcan encendidas.",14,2,6,4,rojo.png,"LA LUZ ROJA INDICA QUE:<BR>
1) LOS CONDUCTORES DE VEHICULOS ESTAN OBLIGADOS A DETENERSE EN LA LINEA DE PARE O, SI NO EXISTE ESTA, HACERLO ANTES DEL PASO PARA PEATONES, EN LAS INMEDIACIONES DE LA INTERSECCION SIN SOBREPASAR LA MISMA O EN LA VERTICAL DE LA SENAL CORRESPONDIENTE SI LA HUBIERE Y LOS PEATONES EN LA ACERA O ZONA DE SEGURIDAD. CUANDO JUNTO CON ESTA LUZ SE ENCIENDE LA AMARILLA SIGNIFICA QUE ESTA A PUNTO DE TERMINAR, PERO ESTO NO CAMBIA LA ACCION PROHIBITIVA DE LA LUZ ROJA;<BR>
2) CON INDEPENDENCIA DE LO SENALADO, SE PUEDE EFECTUAR GIROS A LA DERECHA O SEGUIR RECTO EN LAS INTERSECCIONES AUTORIZADAS MEDIANTE LA SENALIZACION CORRESPONDIENTE. EL CONDUCTOR ESTA OBLIGADO A ADOPTAR LAS PRECAUCIONES DEBIDAS PARA NO INTERFERIR LA CIRCULACION DE LOS VEHICULOS QUE LO HACEN POR LA VIA QUE TIENE PROYECTADA LA LUZ VERDE;<BR>
3) LOS CONDUCTORES DE VEHICULOS, CUANDO EXISTA UNA O DOS LUCES ROJAS IN-TERMITENTES ALTERNATIVAMENTE, ESTAN OBLIGADOS A DETENERSE EN LA LINEA DE PARE O, SI NO EXISTE ESTA, HACERLO ANTES DEL PASO PARA PEATONES, EN LAS IN-MEDIACIONES DE LA INTERSECCION SIN SOBREPASAR ESTA, CUALESQUIERA QUE SEAN LAS CIRCUNSTANCIAS DE VISIBILIDAD, Y CONTINUAR LA MARCHA CEDIENDO EL PASO A LOS VEHICULOS QUE LO HACEN POR LA VIA TRANSVERSAL O DE LOS PEATONES QUE HACEN USO DEL CRUCE; Y<BR>
4) LOS CONDUCTORES DE VEHICULOS, CUANDO EXISTA UNA O DOS LUCES ROJAS INTERMITENTES ALTERNATIVAMENTE EN LOS PASOS A NIVEL, SALIDAS DE AMBULANCIAS, VEHICULOS DE BOMBEROS Y OTROS CON REGIMEN ESPECIAL Y PUENTES MOVILES, NO CONTINUAN LA MARCHA MIENTRAS LA LUZ O LAS LUCES PERMANEZCAN ENCENDIDAS.",LUZ ROJA,150
247,Luz amarilla,"La luz amarilla indica que:<BR>
1) los conductores de vehículos están obligados a detenerse en la línea de Pare o, si no existe esta, hacerlo antes del paso para peatones, en las inmediaciones de la intersección sin sobrepasar esta o en la vertical de la señal correspondiente si la hubiere, a no ser que, cuando se proyecte la luz amarilla, se encuentre tan cerca de la intersección que no pueda detener el vehículo en condiciones de seguridad suficiente y que los peatones tienen que pararse sobre la acera o zona de seguridad; y <BR>
2) cuando es intermitente, los conductores de vehículos y peatones pueden continuar la marcha, debiendo extremar las precauciones hasta rebasar la zona regulada.",14,2,6,4,amarilla.png,"LA LUZ AMARILLA INDICA QUE:<BR>
1) LOS CONDUCTORES DE VEHICULOS ESTAN OBLIGADOS A DETENERSE EN LA LINEA DE PARE O, SI NO EXISTE ESTA, HACERLO ANTES DEL PASO PARA PEATONES, EN LAS INMEDIACIONES DE LA INTERSECCION SIN SOBREPASAR ESTA O EN LA VERTICAL DE LA SENAL CORRESPONDIENTE SI LA HUBIERE, A NO SER QUE, CUANDO SE PROYECTE LA LUZ AMARILLA, SE ENCUENTRE TAN CERCA DE LA INTERSECCION QUE NO PUEDA DETENER EL VEHICULO EN CONDICIONES DE SEGURIDAD SUFICIENTE Y QUE LOS PEATONES TIENEN QUE PARARSE SOBRE LA ACERA O ZONA DE SEGURIDAD; Y <BR>
2) CUANDO ES INTERMITENTE, LOS CONDUCTORES DE VEHICULOS Y PEATONES PUEDEN CONTINUAR LA MARCHA, DEBIENDO EXTREMAR LAS PRECAUCIONES HASTA REBASAR LA ZONA REGULADA.",LUZ AMARILLA,151
